1998,1998_SE,2002,2002_SE,2003,2003_SE,2005,2005_SE,2007,2007_SE,2009,2009_SE,2011,2011_SE,2013,2013_SE,2015,2015_SE,2017,2017_SE,2019,2019_SE
261,0.8,263,0.5,261,0.2,260,0.2,261,0.2,262,0.3,264,0.2,266,0.2,264,0.2,265,0.3,262,0.3

